Name,Membership,Location,Reputation,Reached,Answers,Questions,Gold Badges,Silver Badges,Bronze Badges,Tags,Profile Link
scott chamberlain,"15 years, 4 months","Seattle, WA, USA","126,904",12.8m,"2,541",265,,,,"c# 8,773,.net 2,219,multithreading 920,async-await 744,asynchronous 528,asp.net 456,",https://stackoverflow.com/users/80274/scott-chamberlain
icktoofay,"14 years, 8 months",,"128,092",14.3m,"1,774",18,,,,"python 3,028,javascript 2,927,html 1,188,jquery 1,129,php 954,css 611,",https://stackoverflow.com/users/200291/icktoofay
james donnelly,"12 years, 3 months","Chichester, United Kingdom","128,027",14.8m,"1,567",60,,,,"css 8,134,html 7,048,javascript 2,493,jquery 1,951,twitter-bootstrap 1,412,css-selectors 404,",https://stackoverflow.com/users/1317805/james-donnelly
paresh mayani,14 years,"Ahmedabad, Gujarat, India","128,265",16.2m,"1,373",90,,,,"android 8,684,java 1,457,android-layout 611,eclipse 360,android-activity 164,listview 161,",https://stackoverflow.com/users/379693/paresh-mayani
panagiotis kanavos,15 years,"Athens, Greece","128,121",12.6m,"3,004",0,,,,"c# 7,674,task-parallel-library 1,438,sql-server 1,282,.net-core 1,185,.net 1,080,asp.net-core 942,",https://stackoverflow.com/users/134204/panagiotis-kanavos
cat plus plus,"15 years, 10 months",,"128,682",20.1m,915,0,27,202,225,"python 5,892,c++ 3,137,django 1,312,haskell 621,c 437,windows 290,",https://stackoverflow.com/users/16102/cat-plus-plus
davidxxx,"14 years, 5 months",,"129,688",20.6m,"3,016",10,,,,"java 9,516,spring 2,143,spring-boot 2,001,junit 1,831,maven 1,326,mockito 817,",https://stackoverflow.com/users/270371/davidxxx
user225312,"14 years, 7 months",,"130,135",24.7m,232,100,71,174,182,"python 7,301,string 2,277,list 2,159,lxml 151,class 92,c++ 84,",https://stackoverflow.com/users/225312/user225312
dvk,"15 years, 1 month","New York, NY","128,525",14.8m,"1,388",180,,,,"perl 3,430,javascript 1,716,java 1,323,sql 424,html 394,mysql 255,",https://stackoverflow.com/users/119280/dvk
mick maccallum,"13 years, 2 months","Fort Myers, FL, United States","129,925",8.8m,"1,172",17,40,281,281,"swift 6,638,ios 6,553,objective-c 2,451,iphone 1,386,xcode 1,171,ipad 543,",https://stackoverflow.com/users/716216/mick-maccallum
sam saffron,"15 years, 10 months","Sydney, Australia","130,142",14.9m,763,205,,,,"c# 2,405,dapper 1,944,.net 1,894,sql-server 1,789,t-sql 1,270,ruby-on-rails 959,",https://stackoverflow.com/users/17174/sam-saffron
mats petersson,"11 years, 6 months",,"128,456",12.6m,"3,683",1,,,,"c++ 10,212,c 2,804,c++11 1,129,linux 839,performance 757,gcc 431,",https://stackoverflow.com/users/1919155/mats-petersson
matthew scharley,"15 years, 10 months","Melbourne, Victoria, Australia","130,648",15.5m,483,111,,,,"c# 2,119,php 892,.net 339,regex 168,html 166,mysql 157,",https://stackoverflow.com/users/15537/matthew-scharley
david z,"15 years, 6 months","Sunnyvale, CA, United States","130,592",20.7m,"1,203",36,,,,"python 7,121,linux 1,048,git 815,java 704,bash 497,regex 248,",https://stackoverflow.com/users/56541/david-z
roland,"12 years, 1 month",Germany,"130,348",9.7m,"2,882",11,,,,"r 10,612,ggplot2 1,704,data.table 1,056,dataframe 953,plot 502,vector 487,",https://stackoverflow.com/users/1412059/roland
brian rogers,"15 years, 10 months",Chicago area,"128,586",9.5m,"1,576",4,,,,"json.net 9,996,c# 9,591,json 6,232,serialization 1,634,.net 1,047,deserialization 758,",https://stackoverflow.com/users/10263/brian-rogers
mecki,"15 years, 10 months",Germany,"130,696",12.5m,668,70,,,,"linux 2,449,sockets 2,288,objective-c 1,027,c 967,ios 941,macos 782,",https://stackoverflow.com/users/15809/mecki
duncan c,"14 years, 8 months",Washington DC metro area (US),"130,517",8.5m,"5,422",188,,,,"ios 6,288,swift 5,253,objective-c 2,099,xcode 785,iphone 675,core-animation 570,",https://stackoverflow.com/users/205185/duncan-c
kingcrunch,"13 years, 11 months","Berlin, Germany","130,700",16.6m,"1,195",8,,,,"php 7,094,git 4,757,arrays 1,107,oop 206,mysql 143,function 128,",https://stackoverflow.com/users/421223/kingcrunch
ralphtheninja,"15 years, 2 months",,"131,044",15.3m,578,15,,,,"git 11,775,git-branch 5,193,branch 4,424,github 1,087,c++ 308,python 216,",https://stackoverflow.com/users/106205/ralphtheninja
sberry,"14 years, 11 months",California,"131,003",14.7m,922,34,,,,"python 10,061,list 708,go 654,php 467,javascript 227,actionscript-3 200,",https://stackoverflow.com/users/141555/sberry
araqnid,"15 years, 3 months","London, United Kingdom","131,144",15.1m,635,0,,,,"git 6,424,postgresql 5,019,sql 1,482,database 642,java 454,json 172,",https://stackoverflow.com/users/85134/araqnid
stuart marks,"12 years, 1 month",California,"130,896",11.9m,535,0,,,,"java 12,069,java-8 10,777,java-stream 6,449,lambda 2,691,collections 2,202,comparator 347,",https://stackoverflow.com/users/1441122/stuart-marks
peter,"14 years, 11 months",California,"130,723",14.5m,413,79,,,,"git 3,751,ruby 1,677,python 1,389,vim 1,002,ruby-on-rails 980,math 485,",https://stackoverflow.com/users/157237/peter
xeo,"13 years, 8 months",In your code,"131,077",7.7m,"1,090",85,,,,"c++ 10,312,c++11 4,319,templates 2,021,lambda 996,stl 477,pointers 348,",https://stackoverflow.com/users/500104/xeo
philip morton,"15 years, 9 months",London,"131,323",8.1m,46,43,38,89,97,"mysql 320,html 113,php 89,css 83,pdf 23,javascript 20,",https://stackoverflow.com/users/21709/philip-morton
lbushkin,"15 years, 3 months","Seattle, WA","130,936",13.7m,850,46,,,,"c# 7,657,.net 3,203,oop 1,390,linq 647,sql 633,asp.net 313,",https://stackoverflow.com/users/91671/lbushkin
thomas wouters,"15 years, 10 months",,"132,141",15.9m,338,0,23,150,123,"python 12,715,oop 5,279,dictionary 837,multithreading 433,python-3.x 292,import 114,",https://stackoverflow.com/users/17624/thomas-wouters
guru stron,11 years,St. Petersburg,"131,503",5.4m,"4,071",3,,,,"c# 7,489,.net-6.0 1,815,.net 1,746,asp.net-core 1,677,entity-framework-core 766,sql 582,",https://stackoverflow.com/users/2501279/guru-stron
armen tsirunyan,"13 years, 9 months","Yerevan, Armenia","131,955",13.4m,"1,235",185,59,333,440,"c++ 7,026,c 1,336,c# 941,string 828,templates 714,pointers 553,",https://stackoverflow.com/users/469935/armen-tsirunyan
jamylak,"12 years, 4 months",,"132,224",19.2m,"1,201",6,30,235,235,"python 12,999,list 5,203,string 2,980,dictionary 1,826,sorting 526,python-2.7 455,",https://stackoverflow.com/users/1219006/jamylak
theo,"15 years, 11 months",Sweden,"132,446",9.9m,782,34,,,,"ruby 1,990,amazon-athena 812,cassandra 576,amazon-web-services 464,apache-flex 454,amazon-s3 223,",https://stackoverflow.com/users/1109/theo
scaisedge,"10 years, 3 months","Gandellino, Italy","132,987",7.6m,"8,307",1,,,,"mysql 3,629,sql 2,512,php 2,228,yii2 1,966,google-maps 652,oracle 405,",https://stackoverflow.com/users/3522312/scaisedge
brian d foy,"15 years, 10 months","New York, NY, USA","131,567",10.7m,"1,953",136,,,,"perl 9,327,module 825,regex 799,cpan 766,hash 364,arrays 283,",https://stackoverflow.com/users/2766176/brian-d-foy
tony andrews,"15 years, 10 months","London, United Kingdom","131,590",26.0m,"1,999",8,,,,"oracle 8,863,sql 5,552,plsql 2,923,database 1,010,oracle-apex 651,stored-procedures 534,",https://stackoverflow.com/users/18747/tony-andrews
justin ethier,"15 years, 2 months","Baltimore, MD","133,147",21.0m,"1,454",64,,,,"javascript 2,030,jquery 1,857,jqgrid 947,python 624,c++ 534,c# 398,",https://stackoverflow.com/users/101258/justin-ethier
satpal,"11 years, 10 months","Delhi, India","133,150",11.8m,"4,094",4,13,163,170,"javascript 6,529,jquery 6,247,html 2,473,angularjs 957,c# 879,css 736,",https://stackoverflow.com/users/1668533/satpal
jeff mercado,14 years,"Irvine, CA, USA","133,073",15.0m,"2,006",31,,,,"c# 4,328,jq 2,315,json 2,218,python 1,433,linq 1,331,.net 1,060,",https://stackoverflow.com/users/390278/jeff-mercado
rachel,"14 years, 3 months","New York, United States","131,780",12.6m,"1,622",226,,,,"wpf 7,840,c# 4,579,xaml 1,908,mvvm 1,483,data-binding 841,.net 663,",https://stackoverflow.com/users/302677/rachel
mulan,"13 years, 4 months",,"133,412",29.3m,"2,312",97,32,234,271,"javascript 8,150,ecmascript-6 2,294,reactjs 1,732,functional-programming 1,608,node.js 1,530,recursion 987,",https://stackoverflow.com/users/633183/mulan
raghunandan,"13 years, 4 months","India, Bangaluru","133,290",18.2m,"2,929",9,,,,"android 10,670,java 1,752,android-fragments 1,131,listview 716,android-layout 628,eclipse 401,",https://stackoverflow.com/users/653856/raghunandan
vartec,"15 years, 5 months","San Francisco, California","133,457",28.0m,900,52,,,,"python 6,644,php 2,073,mysql 403,django 375,linux 186,sql 157,",https://stackoverflow.com/users/60711/vartec
1800 information,"15 years, 10 months","Auckland, New Zealand","133,751",24.8m,853,65,,,,"c++ 2,219,c 777,windows 382,winapi 247,visual-c++ 230,multithreading 196,",https://stackoverflow.com/users/3146/1800-information
adam matan,"15 years, 6 months","Tel Aviv, Israel","133,733",19.1m,275,504,,,,"python 1,689,android 149,sql 144,json 113,bash 108,algorithm 95,",https://stackoverflow.com/users/51197/adam-matan
kaiido,"10 years, 1 month","Seoul, South Korea","132,224",13.5m,"3,174",3,,,,"javascript 8,085,html 3,166,canvas 1,965,css 1,243,google-chrome 911,svg 826,",https://stackoverflow.com/users/3702797/kaiido
oxbow lakes,"15 years, 10 months","London, England United Kingdom","133,931",12.5m,712,150,,,,"java 5,011,scala 4,836,functional-programming 602,generics 453,scala-collections 311,scala-2.8 219,",https://stackoverflow.com/users/16853/oxbow-lakes
sqlmenace,"15 years, 11 months","Princeton, NJ","133,965",31.2m,"1,451",1,,,,"sql-server 8,595,sql 5,043,t-sql 4,680,sql-server-2005 2,162,sql-server-2008 2,070,database 469,",https://stackoverflow.com/users/740/sqlmenace
gaurav mantri,"14 years, 9 months",,"133,870",9.7m,"3,639",66,,,,"azure 9,304,azure-blob-storage 2,930,azure-storage 2,660,c# 2,659,azure-table-storage 1,349,azure-cosmosdb 451,",https://stackoverflow.com/users/188096/gaurav-mantri
ravindersingh13,"8 years, 5 months","Velachery, Chennai, Tamil Nadu, India","132,471",3.0m,"5,399",9,,,,"awk 6,503,sed 2,815,bash 2,562,shell 1,735,regex 1,425,linux 1,188,",https://stackoverflow.com/users/5866580/ravindersingh13
acdcjunior,"11 years, 7 months","Aracaju, Brazil","134,674",21.3m,"1,416",0,,,,"java 3,454,javascript 3,055,vue.js 2,786,angular 1,325,vuejs2 1,322,jquery 1,056,",https://stackoverflow.com/users/1850609/acdcjunior
chris,"14 years, 1 month","Guelph, Canada","134,144",10.9m,"2,213",6,,,,"git 3,180,github 2,871,markdown 2,033,python 1,963,heroku 1,593,django 956,",https://stackoverflow.com/users/354577/chris
joe stefanelli,"14 years, 2 months","New Lenox, IL","134,769",18.1m,"2,087",1,,,,"sql-server 6,476,sql 6,267,mysql 3,149,t-sql 2,562,sql-server-2008 1,560,sql-server-2005 1,202,",https://stackoverflow.com/users/341251/joe-stefanelli
ole begemann,"15 years, 1 month",,"135,310",6.0m,"1,505",11,32,280,258,"iphone 5,518,objective-c 4,463,ios 3,752,cocoa-touch 2,543,uitableview 1,878,xcode 1,213,",https://stackoverflow.com/users/116862/ole-begemann
tony19,"12 years, 5 months","Kansas City, MO, United States","135,172",8.8m,"2,688",26,22,270,333,"vue.js 7,406,javascript 3,286,vuejs3 2,690,vuejs2 2,412,typescript 1,379,polymer 802,",https://stackoverflow.com/users/6277151/tony19
sourav ghosh,"11 years, 4 months","Kolkata, West Bengal, India","133,910",7.4m,"3,708",10,,,,"c 11,723,pointers 2,779,arrays 2,336,string 1,242,c++ 950,printf 894,",https://stackoverflow.com/users/2173917/sourav-ghosh
evgeniy dorofeev,"11 years, 8 months","Kiev, Ukraine","135,147",22.0m,"3,140",52,31,205,285,"java 11,732,string 851,arrays 629,regex 607,android 511,multithreading 481,",https://stackoverflow.com/users/1831293/evgeniy-dorofeev
gahooa,"15 years, 5 months","Altoona, PA","135,244",16.5m,524,10,13,99,102,"git 7,787,python 3,510,php 646,mysql 487,database 400,sql 313,",https://stackoverflow.com/users/64004/gahooa
kamilcuk,"6 years, 7 months",,"134,650",4.7m,"5,425",65,,,,"bash 3,108,c 2,623,linux 1,585,c++ 1,441,shell 1,115,cmake 650,",https://stackoverflow.com/users/9072753/kamilcuk
ayman hourieh,"15 years, 7 months","Dublin, Ireland","135,810",11.9m,187,0,23,147,116,"python 5,351,bash 5,018,django 671,jquery 598,sql 429,mysql 415,",https://stackoverflow.com/users/40005/ayman-hourieh
tunaki,"11 years, 9 months","Bordeaux, France","135,615",11.0m,"1,391",10,,,,"java 10,641,java-8 4,595,maven 3,354,java-stream 3,164,lambda 937,spring 754,",https://stackoverflow.com/users/1743880/tunaki
zneak,"14 years, 6 months",Hyrule,"137,011",11.4m,"1,050",222,,,,"c++ 1,932,objective-c 1,836,c 1,191,swift 998,php 837,javascript 300,",https://stackoverflow.com/users/251153/zneak
greg bacon,"15 years, 1 month","Huntsville, AL","137,903",16.8m,"1,008",32,,,,"git 7,371,perl 3,798,regex 1,594,haskell 535,hash 215,bash 201,",https://stackoverflow.com/users/123109/greg-bacon
don stewart,"15 years, 3 months","Sydney, Australia","137,659",4.7m,"1,098",4,,,,"haskell 13,176,functional-programming 2,585,ghc 1,785,types 1,524,monads 1,215,performance 1,130,",https://stackoverflow.com/users/83805/don-stewart
jamiec,"14 years, 7 months",,"135,254",13.0m,"3,421",33,15,137,196,"c# 5,880,javascript 3,471,.net 2,052,linq 2,009,jquery 1,810,arrays 630,",https://stackoverflow.com/users/219661/jamiec
ates goral,"15 years, 9 months","Toronto, Canada","139,362",26.9m,680,34,,,,"javascript 8,300,c 675,c++ 670,html 589,jquery 583,unit-testing 236,",https://stackoverflow.com/users/23501/ates-goral
travis brown,"14 years, 2 months","Berlin, Germany","138,927",3.3m,"1,374",73,,,,"scala 10,541,shapeless 1,368,scalaz 1,084,json 748,haskell 730,functional-programming 649,",https://stackoverflow.com/users/334519/travis-brown
matt b,"15 years, 10 months",United States,"139,451",32.1m,"1,715",67,,,,"java 7,947,spring 772,javascript 455,tomcat 407,eclipse 383,maven-2 329,",https://stackoverflow.com/users/4249/matt-b
nemesv,"12 years, 11 months",Hungary,"139,258",6.9m,"1,603",0,16,421,362,"c# 4,046,knockout.js 2,782,asp.net-mvc 1,691,javascript 1,460,.net 1,242,asp.net-mvc-3 1,169,",https://stackoverflow.com/users/872395/nemesv
l%c3%a9o l%c3%a9opold hertz %ec%a4%80%ec%98%81,"15 years, 6 months",Northern Europe,"138,492",16.1m,154,942,,,,"bash 126,vim 39,postgresql 24,macos 12,git 12,python 11,",https://stackoverflow.com/users/54964/l%c3%a9o-l%c3%a9opold-hertz-%ec%a4%80%ec%98%81
mikael eriksson,"13 years, 6 months","Uppsala, Sweden","138,130",18.7m,"2,600",3,22,221,288,"sql-server 7,185,sql 5,342,t-sql 4,159,sql-server-2008 3,406,xml 1,545,sql-server-2005 1,039,",https://stackoverflow.com/users/569436/mikael-eriksson
potatoswatter,"14 years, 11 months",,"136,811",13.5m,"2,290",112,,,,"c++ 9,788,c++11 2,291,c 2,109,stl 947,templates 922,algorithm 389,",https://stackoverflow.com/users/153285/potatoswatter
shaun luttin,"12 years, 6 months","Victoria, British Columbia, Canada","138,754",22.7m,863,424,,,,"typescript 2,349,c# 2,089,asp.net-core 2,077,visual-studio-code 1,764,asp.net 867,javascript 666,",https://stackoverflow.com/users/1108891/shaun-luttin
hallski,"14 years, 8 months",,"126,523",9.5m,33,0,,,,"git 11,799,objective-c 535,cocoa 371,nsmutablearray 364,iphone 179,swift 149,",https://stackoverflow.com/users/214090/hallski
codewizard,"11 years, 9 months",Inside your git repo..,"137,317",45.5m,"1,956",4,,,,"git 12,188,github 1,632,gitlab 367,merge 187,version-control 172,kubernetes 126,",https://stackoverflow.com/users/1755598/codewizard
alex mamo,"8 years, 11 months","Constanța, Romania","136,940",7.5m,"5,075",69,,,,"firebase 7,768,android 5,957,google-cloud-firestore 4,724,java 3,718,firebase-realtime-database 2,521,google-cloud-platform 1,260,",https://stackoverflow.com/users/5246885/alex-mamo
forrest,"14 years, 3 months","Shanghai, China","125,983",6.2m,24,160,,,,"ios 27,ipad 2,xcode 1,objective-c 0,ios4 0,ios5 0,",https://stackoverflow.com/users/338204/forrest
nathan long,"15 years, 10 months","Athens, Georgia, United States","124,964",13.2m,301,371,,,,"ruby 969,javascript 898,ruby-on-rails 544,jquery 541,php 479,html 338,",https://stackoverflow.com/users/4376/nathan-long
carl meyer,"15 years, 10 months",United States,"125,111",9.7m,285,7,20,108,117,"python 4,201,django 2,483,pip 622,django-models 597,virtualenv 493,django-forms 313,",https://stackoverflow.com/users/3207/carl-meyer
mrry,"10 years, 2 months","Silicon Valley, CA","126,036",10.3m,"1,070",3,,,,"tensorflow 11,203,python 6,376,tensorflow-datasets 820,neural-network 682,machine-learning 676,deep-learning 643,",https://stackoverflow.com/users/3574081/mrry
caleb,"13 years, 4 months",United States,"124,740",8.4m,"3,451",16,,,,"ios 5,198,objective-c 3,874,iphone 1,953,cocoa-touch 1,708,xcode 1,312,swift 626,",https://stackoverflow.com/users/643383/caleb
eggyal,"13 years, 5 months",,"124,739",12.1m,"2,304",32,18,216,240,"mysql 9,131,sql 3,158,php 1,866,database 988,rust 320,stored-procedures 203,",https://stackoverflow.com/users/623041/eggyal
amro,"15 years, 2 months",,"124,383",14.2m,"1,806",11,25,247,457,"matlab 8,054,machine-learning 1,067,plot 979,matrix 927,image-processing 597,c++ 441,",https://stackoverflow.com/users/97160/amro
russ cam,"15 years, 11 months","Brisbane QLD, Australia","125,104",32.7m,"1,917",17,,,,"jquery 4,706,javascript 4,233,c# 1,757,nest 1,453,elasticsearch 1,448,asp.net 868,",https://stackoverflow.com/users/1831/russ-cam
greg 449,"10 years, 11 months",United Kingdom,"110,501",4.4m,"4,444",0,,,,"eclipse 4,344,java 3,750,eclipse-plugin 1,930,eclipse-rcp 1,497,swt 1,287,jface 618,",https://stackoverflow.com/users/2670892/greg-449
vinay sajip,"15 years, 1 month","Bushey, United Kingdom","98,308",14.8m,"1,132",0,,,,"python 6,733,logging 2,658,python-logging 1,241,django 850,java 385,c# 376,",https://stackoverflow.com/users/118903/vinay-sajip
christopher orr,"14 years, 7 months","Berlin, Germany","111,235",9.8m,669,12,,,,"android 7,956,jenkins 1,965,jenkins-pipeline 593,jenkins-plugins 364,android-emulator 349,java 261,",https://stackoverflow.com/users/234938/christopher-orr
cameron,"15 years, 9 months","Montreal, QC, Canada","98,068",14.0m,757,66,,,,"python 3,922,c# 1,209,c++ 1,165,javascript 511,regex 509,.net 340,",https://stackoverflow.com/users/21475/cameron
rzwitserloot,"13 years, 1 month",,"98,077",3.5m,"3,794",1,6,66,85,"java 7,041,lombok 546,generics 323,multithreading 311,arrays 283,string 191,",https://stackoverflow.com/users/768644/rzwitserloot
